anna_karenina_en.txt
--------------------
350276 words, 1531808 characters, 13593 unique words, 53 unique characters
Overall: 4.4 avg word length, 4 median word length ('only'), 8 p90 word length ('external')
Unique words: 7.6 avg word length, 7 median word length ('shouted'), 11 p90 word length ('speculators')

Words by length                    Words by frequency                 Words sorted alphabetically        Character frequencies
poignancy 1                        suspicion 6                        ducks                              
narrative 1                        purity 6                           due                                
trembling 14                       review 6                           duel                               
intensity 7                        stiff 6                            dueling                            
deception 5                        somewhat 6                         dues                               
retreated 4                        inclination 6                      duets                              
frivolous 6                        fellows 6                          dull                               
abandoned 11                       rhythmically 6                     dullest                            
sacrifice 7                        swaying 6                          dulness                            
pavilions 3                        guards 6                           duly                               
outsiders 6                        insight 6                          dumb                               
handsomer 2                        lady’s 6                           dumbbells                          
dissolute 2                        mon 6                              dung                               
squeezing 15                       fret 6                             dung-heaps                         
apologies 1                        bore 6                             dunyasha                           
lop-eared 2                        butler 6                           duplicity                          
seventeen 10                       button 6                           duration                           
dignified 5                        impressions 6                      durchlaucht                        
imitation 5                        tray 6                             during                             
grabovsky 1                        teaching 6                         dusk                               
ambulance 1                        incident 6                         dusky                              
dammed-up 2                        album 6                            dussots                            
overtaken 2                        seizing 6                          dust                               
tightened 1                        pretext 6                          dustmen                            
barricade 3                        heels 6                            dusty                              
brushwood 1                        partner 6                          dutch                              
alongside 1                        embracing 6                        duties                             
declivity 1                        slow 6                             dutiful                            
happening 9                        vision 6                           duty                               
thrusting 2                        wherever 6                         dwelling                           
bitterest 5                        transparent 6                      dwelt                              
unchanged 6                        exposed 6                          dyed                               
increased 6                        carved 6                           dying                              
bantering 3                        thread 6                           délicieux                          
peaceable 1                        stones 6                           d’anne                             
permanent 4                        self-possessed 6                   d’emblée                           
faithless 2                        carelessly 6                       d’un                               
sketching 2                        smaller 6                          d’ye                               
fifteenth 1                        loose 6                            d’état                             
statement 5                        newly 6                            d’être                             
priceless 1                        invented 6                         ea                                 
digestive 2                        gradually 6                        each                               
beckoning 2                        24 6                               eager                              
assiduity 1                        nobody 6                           eagerly                            
crunching 1                        depths 6                           eagerness                          
naturally 8                        stumbling 6                        eagle                              
agonizing 9                        25 6                               ear                                
miserably 8                        burden 6                           earlier                            
repulsion 7                        profits 6                          earliest                           
propriety 7                        harder 6                           early                              
loquacity 1                        patch 6                            earn                               
continual 11                       where’s 6                          earnest                            
iteration 1                        26 6                               earnestly                          
uncovered 3                        revolution 6                       earnestness                        
barbarity 1                        injustice 6                        earning                            
spectator 3                        abundance 6                        earrings                           
concealed 9                        stove 6                            ears                               
malicious 4                        manuscript 6                       earth                              
mockingly 1                        traces 6                           earthed                            
assigning 1                        expensive 6                        earthly                            
departing 1                        sighing 6                          ease                               
fragrance 3                        scale 6                            easel                              
purchaser 1                        27 6                               easier                             
intensely 10                       repetition 6                       easiest                            
frankfort 1                        criticisms 6                       easily                             
turn-down 1                        stroked 6                          east                               
exchanged 7                        hating 6                           easter                             
haughtily 1                        29 6                               eastern                            
varenka’s 14                       lain 6                             easy                               
accompany 1                        sticking 6                         easy-chair                         
collected 2                        nursing 6                          eat                                
wide-open 4                        shifting 6                         eaten                              
disdained 1                        nerves 6                           eating                             
disclosed 1                        wider 6                            eats                               
all-night 1                        unaccustomed 6                     eccentric                          
perplexed 2                        vividness 6                        ecclesiastical                     
criminals 2                        cape 6                             echo                               
testament 6                        rise 6                             echoed                             
concerned 5                        shawl 6                            eclipse                            
awkwardly 6                        30 6                               economic                           
kissingen 1                        sarcastic 6                        economists                         
red-armed 1                        31 6                               economy                            
monstrous 3                        occasions 6                        ecstasies                          
extolling 1                        seltzer 6                          ecstasy                            
consoling 3                        stirring 6                         ecstatic                           
fleshless 1                        displeasure 6                      ecstatically                       
staggered 3                        indifferently 6                    edge                               
lingering 1                        she’ll 6                           edged                              
discerned 3                        naïve 6                            edges                              
cherished 4                        branch 6                           edging                             
sanctuary 1                        christianity 6                     edible                             
enviously 2                        promising 6                        edification                        
assembled 2                        unnecessary 6                      edifice                            
coffeepot 1                        declaring 6                        edifices                           
purchases 2                        serenity 6                         editor                             
including 1                        chatter 6                          editors                            
comically 3                        credit 6                           educate                            
halfpence 3                        screw 6                            educated                           
conquered 7                        abandon 6                          education                          
gathering 7                        cease 6                            educational                        
snatching 7                        insult 6                           edwarde                            
principle 17                       comprehended 6                     eel                                
endeavors 1                        remedy 6                           effaced                            
peasantry 10                       prescribed 6                       effect                             
arguments 19                       insisting 6                        effective                          
convicted 1                        solid 6                            effects                            
ingenious 1                        agonies 6                          effectual                          
invention 1                        selling 6                          effeminate                         
andreevna 5                        pluck 6                            effervescing                       
talkative 4                        reference 6                        efficient                          
certainty 5                        mournfully 6                       effort                             
late-sown 1                        smothered 6                        efforts                            
untouched 3                        puzzled 6                          effrontery                         
low-lying 2                        hesitated 6                        efimovna                           
riverside 3                        dinners 6                          eggs                               
blackened 3                        expenditure 6                      egoism                             
straining 3                        theirs 6                           egoistic                           
flowering 3                        trot 6                             egyptian                           
checkered 1                        diplomatic 6                       eh                                 
unstirred 1                        soften 6                           eight                              
horseback 9                        killing 6                          eighteen                           
highroads 1                        newspapers 6                       eighth                             
logically 2                        groups 6                           eighty                             
liability 2                        greetings 6                        ein                                
fourpence 1                        shadows 6                          einfaches                          
intuitive 1                        john 6                             either                             
regaining 5                        notions 6                          ejected                            
temper’ll 1                        sown 6                             ejus                               
forty-two 2                        forbidden 6                        ekaterina                          
preceptor 1                        grasp 6                            elaborate                          
fastening 3                        portraits 6                        elaborated                         
weariness 12                       uneasiness 6                       elastic                            
sharpened 1                        warn 6                             elasticity                         
comparing 4                        powers 6                           elation                            
raindrops 1                        calamity 6                         elbow                              
drenching 2                        degrading 6                        elbow-room                         
home-brew 1                        awaited 6                          elbows                             
streaming 3                        louder 6                           elder                              
ascending 1                        revolting 6                        elderly                            
afternoon 5                        complexity 6                       elders                             
succulent 1                        rejoice 6                          elder’s                            
effectual 1                        irritating 6                       eldest                             
desirable 1                        addition 6                         elect                              
available 1                        monday 6                           elected                            
agreeably 4                        sprang 6                           electing                           
furniture 6                        projects 6                         election                           
decreased 2                        brown 6                            elections                          
shoemaker 1                        mishka 6                           electric                           
cupboards 4                        hire 6                             electricity                        
washhouse 1                        cob 6                              elegance                           
appointed 6                        guidance 6                         elegant                            
bailiff’s 5                        disturb 6                          elegantly                          
flatirons 1                        salt 6                             element                            
anxieties 3                        peaceful 6                         elemental                          
sacrament 12                       conclusively 6                     elements                           
correctly 2                        talks 6                            elephant                           
nikolinka 1                        studying 6                         eletsky                            
rapturous 3                        stillness 6                        elevated                           
wagonette 13                       lightning 6                        elevation                          
basketful 1                        shots 6                            eleven                             
tanitchka 1                        gleamed 6                          elicit                             
petticoat 1                        distinction 6                      eligible                           
receiving 16                       twenty-five 6                      elizaveta                          
cleverest 2                        per 6                              elks                               
disguised 1                        positive 6                         elle                               
gymnastic 3                        counted 6                          elliot’s                           
hindrance 8                        harnessed 6                        ellipse                            
criticize 3                        there’ll 6                         elm-tree                           
shattered 3                        stealing 6                         eloquent                           
wet-nurse 8                        appetite 6                         else                               
bee-house 6                        damn 6                             elsewhere                          
unwilling 5                        belong 6                           elucidate                          
haystacks 1                        yawn 6                             eluded                             
cartloads 1                        nearest 6                          emaciated                          
squatting 1                        decisive 6                         emaciation                         
pitchfork 1                        constantly 6                       emancipation                       
haymakers 1                        emotions 6                         embarrassed                        
untrained 2                        breeches 6                         embarrassing                       
merriment 1                        immoral 6                          embarrassment                      
enveloped 1                        bryansky’s 6                       embittered                         
isolation 3                        gladiator’s 6                      embodied                           
wrangling 2                        jockey 6                           embodiment                         
contumely 1                        stalls 6                           embrace                            
laborious 1                        hind-quarters 6                    embraced                           
separated 7                        united 6                           embraces                           
community 1                        instances 6                        embracing                          
cloudlets 2                        torturing 6                        embroidered                        
shrinking 1                        appeal 6                           embroidery                         
dexterous 1                        frivolous 6                        emerald                            
vanishing 1                        results 6                          emerge                             
wandering 1                        indefiniteness 6                   emerged                            
emotional 3                        surrounding 6                      emergency                          
deathlike 2                        outsiders 6                        emmets                             
toothache 5                        chatting 6                         emotion                            
enchained 1                        fever 6                            emotional                          
extricate 3                        kuzovlev 6                         emotionalism                       
spattered 1                        vanity 6                           emotions                           
committed 1                        creaking 6                         emperor                            
poltavsky 1                        ditch 6                            emphasis                           
karibanov 2                        fourth 6                           emphasized                         
betraying 2                        stomach 6                          emphasizing                        
cowardice 2                        unhurt 6                           emphatically                       
favorably 2                        unchanged 6                        empire                             
challenge 6                        increased 6                        employ                             
murdering 1                        suspicious 6                       employed                           
doubtless 1                        traveler 6                         employer                           
statesman 2                        reports 6                          employer’s                         
dishonest 11                       conscientious 6                    empowered                          
safeguard 1                        aspects 6                          emptied                            
rejecting 3                        examined 6                         empty                              
extracted 1                        yevgenyevna 6                      emptying                           
destroyed 4                        confirmation 6                     en                                 
solutions 1                        message 6                          enable                             
obedience 1                        accord 6                           enacted                            
cessation 2                        studiously 6                       enchained                          
amendment 1                        niece 6                            enchanted                          
salvation 15                       testament 6                        enchanting                         
justified 4                        painter 6                          enchantment                        
cooperate 1                        awkwardly 6                        enchants                           
smoothing 5                        dazzling 6                         encircle                           
delivered 3                        veins 6                            encircled                          
admirably 2                        helping 6                          enclose                            
intricate 2                        maintaining 6                      enclosed                           
discomfit 1                        conclusions 6                      encompassed                        
possesses 2                        forming 6                          encompassing                       
fruitless 2                        chiefly 6                          encore                             
initiated 1                        advanced 6                         encounters                         
godfather 2                        complaining 6                      encourage                          
empowered 1                        nerve 6                            encouraged                         
documents 3                        nurses 6                           encouragement                      
terrified 4                        error 6                            encouraging                        
merkalova 11                       musing 6                           encouragingly                      
kaluzhsky 4                        drenched 6                         encroaching                        
immediate 3                        soaked 6                           end                                
resembled 1                        neighbor 6                         endeavored                         
punishing 4                        lad 6                              endeavoring                        
merciless 3                        bits 6                             endeavors                          
gardeners 1                        bushes 6                           ended                              
traveling 5                        hurrying 6                         ending                             
spiderweb 1                        solved 6                           endless                            
detection 5                        furniture 6                        endow                              
restraint 1                        liberty 6                          endowed                            
footman’s 1                        beds 6                             ends                               
provinces 8                        kitchen 6                          endurance                          
contrived 2                        appointed 6                        endure                             
scribbled 2                        joys 6                             endured                            
windmills 3                        complaints 6                       enduring                           
elegantly 1                        tart 6                             enemies                            
impulsive 3                        roar 6                             enemy                              
festively 1                        shrieks 6                          enemy’s                            
footsteps 6                        sugar 6                            energetic                          
enigmatic 2                        custom 6                           energetically                      
enervated 1                        accent 6                           energies                           
devouring 1                        obscure 6                          energy                             
encircled 1                        trust 6                            enervated                          
thrilling 1                        bee-house 6                        enfant                             
liveliest 2                        supple 6                           enfants                            
searching 4                        expressions 6                      enfers                             
knowingly 1                        dawn 6                             engage                             
tchirkova 1                        accomplished 6                     engaged                            
reserving 1                        challenge 6                        engagement                         
regiments 1                        amount 6                           engaging                           
unfailing 2                        obtain 6                           engine                             
certitude 1                        folding 6                          engine-driver                      
magnitude 3                        sums 6                             engineer                           
over-bold 1                        les 6                              engineers                          
gritsky’s 1                        footsteps 6                        england                            
courtyard 4                        pose 6                             english                            
colonel’s 1                        hotels 6                           englishman                         
absurdity 2                        current 6                          englishman’s                       
inventing 4                        approved 6                         englishmen                         
governing 1                        policy 6                           englishwoman                       
protected 2                        que 6                              engouement                         
refreshed 3                        tenderly 6                         engouements                        
buildings 5                        knee 6                             engravings                         
landscape 1                        keenly 6                           engrossed                          
resenting 2                        rupture 6                          engrossing                         
irritably 1                        choked 6                           enigma                             
triumphed 1                        serfdom 6                          enigmatic                          
stuttered 1                        model 6                            enjoined                           
powerless 3                        educate 6                          enjoy                              
faculties 4                        sheaves 6                          enjoyable                          
disgraced 5                        discussing 6                       enjoyed                            
malignant 13                       unbearable 6                       enjoying                           
execution 3                        genuinely 6                        enjoyment                          
husbandry 9                        fait 6                             enjoys                             
winnowing 1                        lawyer’s 6                         enlarge                            
overgrown 2                        victory 6                          enlarged                           
assurance 1                        sprung 6                           enlarging                          
aftermath 1                        agreeing 6                         enlightened                        
sviazhsky 116                      masters 6                          enlightenment                      
scrubbing 2                        incessantly 6                      ennui                              
accepting 3                        betrothed 6                        enoch                              
landowner 28                       unbelief 6                         enoch’s                            
home-life 1                        despairing 6                       enormous                           
tolerable 1                        panic 6                            enormously                         
occupying 1                        revolver 6                         enos                               
advocates 2                        bedside 6                          enough                             
childless 1                        hinder 6                           enrich                             
compelled 1                        creation 6                         enriched                           
exercises 2                        infinite 6                         enrolled                           
idiomatic 1                        endless 6                          ensuing                            
imperious 1                        bridal 6                           entendons                          
betrothal 1                        mihailov’s 6                       enter                              
acquitted 1                        annie 6                            entered                            
indicated 5                        evolution 6                        entering                           
half-crop 2                        studio 6                           enterprise                         
catherine 1                        disappointed 6                     enters                             
imitating 2                        preparation 6                      entertain                          
abolition 1                        ce 6                               entertained                        
primitive 3                        ballot 6                           entertaining                       
drawbacks 1                        pince-nez 6                        entertainment                      
cultivate 2                        fantasia 6                         entertainments                     
efficient 2                        tchetchensky 6                     enthusiasm                         
allowance 1                        bartnyansky 6                      enthusiast                         
guarantee 5                        bezzubov 6                         enthusiastic                       
abolished 2                        miracle 6                          enthusiastically                   
mulhausen 2                        situation 5                        enticing                           
languages 1                        dressing-gown 5                    entirely                           
lettering 1                        muttered 5                         entrance                           
friedrich 1                        date 5                             entrance-door                      
supporter 1                        good-looking 5                     entrancing                         
purgative 1                        brightened 5                       entreat                            
socialism 2                        checking 5                         entreaties                         
catechism 2                        sad 5                              entreaty                           
screaming 10                       cigarettes 5                       entrez                             
hen-roost 3                        buying 5                           entrusted                          
ignorance 2                        until 5                            entry                              
reasoning 7                        pencil 5                           entr’acte                          
irascible 3                        pushing 5                          enumerating                        
collision 2                        damp 5                             enunciated                         
scarifier 1                        gratification 5                    envelope                           
vegetable 1                        aching 5                           enveloped                          
affirming 1                        etc 5                              envied                             
fantasies 1                        reflecting 5                       envies                             
unvarying 2                        information 5                      envious                            
kauffmann 2                        thoughtful 5                       enviously                          
september 3                        eldest 5                           envy                               
whiteness 1                        respond 5                          epaulet                            
bloodless 3                        hoole 5                            epaulets                           
denisitch 2                        affectionately 5                   epigram                            
intervals 3                        harassed 5                         epigrammatic                       
vibration 1                        scattered 5                        episode                            
wherefore 2                        features 5                         epistle                            
damnation 1                        regarding 5                        epoch                              
tenderest 1                        sorting 5                          equable                            
distorted 2                        wrath 5                            equal                              
disgusted 3                        winding 5                          equally                            
communist 1                        crowded 5                          equals                             
premature 3                        drowned 5                          equation                           
genuinely 6                        dissipated 5                       equerry’s                          
unsullied 1                        inferior 5                         equivalent                         
serenades 1                        boards 5                           eradicating                        
pheasants 1                        personages 5                       erase                              
actresses 1                        blessings 5                        erect                              
proximity 1                        performing 5                       ergushovo                          
wearisome 3                        disposition 5                      erlaucht                           
inferiors 1                        consisted 5                        errand                             
brainless 1                        virtue 5                           erroneousness                      
promotion 2                        thirdly 5                          error                              
witnessed 2                        uneasily 5                         errors                             
karenin’s 7                        sixty 5                            es                                 
lamplight 3                        medium 5                           escape                             
grotesque 1                        selected 5                         escaped                            
interrupt 4                        ivanitch 5                         escaping                           
incognito 1                        plaything 5                        eschewed                           
approving 4                        parliament 5                       escort                             
solicitor 5                        courts 5                           escorted                           
dandified 1                        superiority 5                      escorting                          
swiftness 4                        shrugging 5                        especial                           
desertion 2                        visited 5                          especially                         
uncrooked 1                        satin 5                            essence                            
enlarging 2                        destined 5                         essential                          
intruding 1                        worthless 5                        essentially                        
undertake 5                        ability 5                          est                                
reduction 1                        arising 5                          established                        
sigonin’s 1                        hasty 5                            establishing                       
furnished 1                        fundamental 5                      estate                             
governors 1                        data 5                             estates                            
parochial 1                        local 5                            esteem                             
overseers 1                        attend 5                           esteemed                           
adherence 1                        assist 5                           estimate                           
reception 7                        hats 5                             estimation                         
stremov’s 2                        twigs 5                            estrange                           
upholding 1                        decked 5                           estrangement                       
entertain 2                        rumble 5                           et                                 
asparagus 3                        skill 5                            etc                                
selection 2                        motives 5                          eternal                            
practical 4                        boldness 5                         eternity                           
eccentric 1                        muff 5                             ethical                            
historian 1                        girlish 5                          ethnographic                       
anitchkin 2                        screwing 5                         ethnographical                     
measuring 1                        jolly 5                            etiquette                          
completed 2                        hero 5                             europe                             
turovtsin 20                       unceasingly 5                      european                           
benumbing 1                        assuring 5                         evaded                             
scapegoat 1                        turbot 5                           evading                            
memorable 2                        radiance 5                         evasively                          
associate 1                        bronze 5                           eve                                
mystified 1                        fare 5                             even                               
preserves 1                        prompted 5                         even-thudding                      
unequaled 1                        wines 5                            evening                            
populated 1                        dish 5                             evenings                           
fur-lined 1                        shell 5                            evenly                             
conductor 8                        cravat 5                           event                              
languidly 3                        fuss 5                             events                             
astronomy 1                        bustle 5                           eventualities                      
doctrines 3                        hi 5                               ever                               
medicinal 2                        weaknesses 5                       everlasting                        
prescribe 1                        humanity 5                         every                              
separates 1                        straightforward 5                  every-day                          
presiding 1                        crowding 5                         everybody                          
exception 3                        madness 5                          everyday                           
telegraph 3                        shudder 5                          everyone                           
twinkling 2                        suppositions 5                     everyone’s                         
unhappily 1                        esteem 5                           everything                         
oppressed 4                        rolls 5                            everything’ll                      
foundling 1                        asks 5                             everything’s                       
unequally 1                        respects 5                         everywhere                         
unfeeling 1                        brooded 5                          evidence                           
penknives 2                        fathers 5                          evident                            
reconcile 4                        accustomed 5                       evidently                          
rewarding 1                        men’s 5                            evil                               
convinces 1                        streets 5                          evils                              
